Word                           Count
-----------------------------------
keywords                       61
reflective                     57
reflection                     41
writing                        36
research                       35
used                           31
categories                     29
learning                       26
category                       21
writings                       20
approach                       19
dataset                        19
set                            18
automated                      17
words                          17
model                          17
based                          17
texts                          17
dictionaries                   16
often                          14
