Term: learning                       Term Frequency: 77        
Term: analytics                      Term Frequency: 42        
Term: 2012                           Term Frequency: 35        
Term: moocs                          Term Frequency: 33        
Term: participation                  Term Frequency: 32        
Term: open                           Term Frequency: 31        
Term: funnel                         Term Frequency: 28        
Term: online                         Term Frequency: 28        
Term: course                         Term Frequency: 24        
Term: mooc                           Term Frequency: 24        
Term: 1                              Term Frequency: 21        
Term: http                           Term Frequency: 19        
Term: drop                           Term Frequency: 15        
Term: out                            Term Frequency: 15        
Term: from                           Term Frequency: 15        
Term: 3                              Term Frequency: 14        
Term: have                           Term Frequency: 14        
Term: education                      Term Frequency: 14        
Term: rates                          Term Frequency: 14        
Term: 2011                           Term Frequency: 13        
Term: formal                         Term Frequency: 12        
Term: social                         Term Frequency: 12        
Term: 2009                           Term Frequency: 11        
Term: can                            Term Frequency: 11        
Term: what                           Term Frequency: 10        
Term: data                           Term Frequency: 10        
Term: analysis                       Term Frequency: 10        
Term: 2010                           Term Frequency: 10        
Term: courses                        Term Frequency: 10        
Term: more                           Term Frequency: 10        
Term: model                          Term Frequency: 10        
Term: higher                         Term Frequency: 10        
Term: e                              Term Frequency: 9         
Term: marketing                      Term Frequency: 9         
Term: three                          Term Frequency: 9         
Term: practice                       Term Frequency: 9         
Term: activity                       Term Frequency: 9         
Term: so                             Term Frequency: 9         
Term: knowledge                      Term Frequency: 9         
Term: some                           Term Frequency: 9         
Term: other                          Term Frequency: 9         
Term: those                          Term Frequency: 9         
Term: between                        Term Frequency: 9         
Term: 5                              Term Frequency: 8         
Term: p                              Term Frequency: 8         
Term: 12                             Term Frequency: 8         
Term: one                            Term Frequency: 8         
Term: how                            Term Frequency: 8         
Term: unequal                        Term Frequency: 8         
Term: 9                              Term Frequency: 7         
Term: 10                             Term Frequency: 7         
Term: 13                             Term Frequency: 7         
Term: work                           Term Frequency: 7         
Term: steeply                        Term Frequency: 7         
Term: users                          Term Frequency: 7         
Term: new                            Term Frequency: 7         
Term: has                            Term Frequency: 7         
Term: first                          Term Frequency: 7         
Term: value                          Term Frequency: 7         
Term: number                         Term Frequency: 7         
Term: completion                     Term Frequency: 7         
Term: however                        Term Frequency: 7         
Term: 2                              Term Frequency: 6         
Term: 7                              Term Frequency: 6         
Term: two                            Term Frequency: 6         
Term: 15                             Term Frequency: 6         
Term: 33                             Term Frequency: 6         
Term: specific                       Term Frequency: 6         
Term: sites                          Term Frequency: 6         
Term: patterns                       Term Frequency: 6         
Term: than                           Term Frequency: 6         
Term: seen                           Term Frequency: 6         
