Term: learning                       Term Frequency: 156       
Term: data                           Term Frequency: 114       
Term: 1                              Term Frequency: 43        
Term: which                          Term Frequency: 39        
Term: 2                              Term Frequency: 30        
Term: were                           Term Frequency: 30        
Term: time                           Term Frequency: 29        
Term: activity                       Term Frequency: 29        
Term: 3                              Term Frequency: 23        
Term: self                           Term Frequency: 23        
Term: from                           Term Frequency: 23        
Term: pulse                          Term Frequency: 23        
Term: ing                            Term Frequency: 22        
Term: analytics                      Term Frequency: 21        
Term: each                           Term Frequency: 21        
Term: multimodal                     Term Frequency: 20        
Term: research                       Term Frequency: 20        
Term: can                            Term Frequency: 20        
Term: participants                   Term Frequency: 19        
Term: machine                        Term Frequency: 18        
Term: main                           Term Frequency: 17        
Term: processing                     Term Frequency: 17        
Term: 4                              Term Frequency: 16        
Term: flow                           Term Frequency: 16        
Term: heart                          Term Frequency: 16        
Term: rating                         Term Frequency: 16        
Term: learn                          Term Frequency: 15        
Term: digital                        Term Frequency: 15        
Term: cloud                          Term Frequency: 15        
Term: different                      Term Frequency: 15        
Term: effects                        Term Frequency: 15        
Term: model                          Term Frequency: 15        
Term: figure                         Term Frequency: 15        
Term: approach                       Term Frequency: 14        
Term: one                            Term Frequency: 14        
Term: performance                    Term Frequency: 14        
Term: rate                           Term Frequency: 13        
Term: applications                   Term Frequency: 13        
Term: using                          Term Frequency: 13        
Term: frame                          Term Frequency: 13        
Term: five                           Term Frequency: 13        
Term: every                          Term Frequency: 13        
Term: space                          Term Frequency: 13        
Term: also                           Term Frequency: 13        
Term: store                          Term Frequency: 13        
Term: 5                              Term Frequency: 12        
Term: 6                              Term Frequency: 12        
Term: hand                           Term Frequency: 12        
Term: have                           Term Frequency: 12        
Term: based                          Term Frequency: 12        
Term: learner                        Term Frequency: 12        
Term: level                          Term Frequency: 12        
Term: query                          Term Frequency: 12        
Term: experiment                     Term Frequency: 12        
Term: regulated                      Term Frequency: 12        
Term: server                         Term Frequency: 12        
Term: random                         Term Frequency: 12        
Term: ratings                        Term Frequency: 12        
Term: learners                       Term Frequency: 12        
Term: use                            Term Frequency: 11        
Term: predictive                     Term Frequency: 11        
Term: application                    Term Frequency: 11        
Term: between                        Term Frequency: 11        
Term: tool                           Term Frequency: 11        
Term: models                         Term Frequency: 11        
Term: software                       Term Frequency: 11        
Term: s                              Term Frequency: 10        
Term: two                            Term Frequency: 10        
Term: them                           Term Frequency: 10        
Term: up                             Term Frequency: 10        
Term: experience                     Term Frequency: 10        
Term: about                          Term Frequency: 10        
Term: abilities                      Term Frequency: 9         
Term: activities                     Term Frequency: 9         
Term: work                           Term Frequency: 9         
Term: while                          Term Frequency: 9         
Term: we                             Term Frequency: 9         
Term: able                           Term Frequency: 9         
Term: side                           Term Frequency: 9         
Term: high                           Term Frequency: 9         
Term: following                      Term Frequency: 9         
Term: record                         Term Frequency: 9         
Term: out                            Term Frequency: 9         
Term: challenge                      Term Frequency: 9         
Term: process                        Term Frequency: 9         
Term: collection                     Term Frequency: 9         
Term: other                          Term Frequency: 9         
Term: all                            Term Frequency: 9         
Term: i                              Term Frequency: 8         
Term: participant                    Term Frequency: 8         
Term: shown                          Term Frequency: 8         
Term: day                            Term Frequency: 8         
Term: dimensional                    Term Frequency: 8         
Term: 15                             Term Frequency: 8         
Term: need                           Term Frequency: 8         
Term: proceedings                    Term Frequency: 8         
Term: hr                             Term Frequency: 8         
