Term: learning                       Term Frequency: 129       
Term: group                          Term Frequency: 74        
Term: youtube                        Term Frequency: 65        
Term: user                           Term Frequency: 63        
Term: from                           Term Frequency: 54        
Term: can                            Term Frequency: 54        
Term: comments                       Term Frequency: 53        
Term: social                         Term Frequency: 52        
Term: job                            Term Frequency: 51        
Term: comment                        Term Frequency: 50        
Term: profiles                       Term Frequency: 50        
Term: based                          Term Frequency: 45        
Term: learner                        Term Frequency: 43        
Term: content                        Term Frequency: 42        
Term: users                          Term Frequency: 39        
Term: domain                         Term Frequency: 37        
Term: model                          Term Frequency: 37        
Term: clustering                     Term Frequency: 34        
Term: authors                        Term Frequency: 34        
Term: media                          Term Frequency: 34        
Term: framework                      Term Frequency: 33        
Term: each                           Term Frequency: 30        
Term: who                            Term Frequency: 29        
Term: interview                      Term Frequency: 29        
Term: concepts                       Term Frequency: 29        
Term: derived                        Term Frequency: 27        
Term: have                           Term Frequency: 26        
Term: been                           Term Frequency: 26        
Term: using                          Term Frequency: 24        
Term: relevant                       Term Frequency: 24        
Term: author                         Term Frequency: 23        
Term: cluster                        Term Frequency: 23        
Term: used                           Term Frequency: 23        
Term: 1                              Term Frequency: 22        
Term: demographic                    Term Frequency: 22        
Term: 3                              Term Frequency: 21        
Term: needs                          Term Frequency: 21        
Term: videos                         Term Frequency: 21        
Term: we                             Term Frequency: 20        
Term: about                          Term Frequency: 20        
Term: models                         Term Frequency: 20        
Term: groups                         Term Frequency: 20        
Term: learners                       Term Frequency: 20        
Term: has                            Term Frequency: 19        
Term: design                         Term Frequency: 19        
Term: machine                        Term Frequency: 19        
Term: more                           Term Frequency: 19        
Term: 2                              Term Frequency: 18        
Term: similar                        Term Frequency: 18        
Term: data                           Term Frequency: 18        
Term: other                          Term Frequency: 17        
Term: 4                              Term Frequency: 16        
Term: mining                         Term Frequency: 16        
Term: simulators                     Term Frequency: 16        
Term: key                            Term Frequency: 16        
Term: profile                        Term Frequency: 16        
Term: may                            Term Frequency: 16        
Term: vector                         Term Frequency: 15        
Term: environments                   Term Frequency: 15        
Term: process                        Term Frequency: 15        
Term: within                         Term Frequency: 15        
Term: 5                              Term Frequency: 14        
Term: term                           Term Frequency: 14        
Term: text                           Term Frequency: 14        
Term: work                           Term Frequency: 14        
Term: simulated                      Term Frequency: 14        
Term: section                        Term Frequency: 14        
Term: language                       Term Frequency: 14        
Term: us                             Term Frequency: 14        
Term: characteristics                Term Frequency: 14        
Term: world                          Term Frequency: 14        
Term: interviews                     Term Frequency: 14        
Term: written                        Term Frequency: 14        
Term: derive                         Term Frequency: 14        
Term: k                              Term Frequency: 13        
Term: retrieved                      Term Frequency: 13        
Term: deriving                       Term Frequency: 13        
Term: skills                         Term Frequency: 13        
Term: terms                          Term Frequency: 13        
Term: semantically                   Term Frequency: 13        
Term: knowledge                      Term Frequency: 13        
Term: table                          Term Frequency: 13        
Term: aware                          Term Frequency: 13        
Term: information                    Term Frequency: 12        
Term: which                          Term Frequency: 12        
Term: how                            Term Frequency: 12        
Term: number                         Term Frequency: 12        
Term: real                           Term Frequency: 12        
Term: different                      Term Frequency: 12        
Term: our                            Term Frequency: 12        
Term: two                            Term Frequency: 11        
Term: training                       Term Frequency: 11        
Term: use                            Term Frequency: 11        
Term: digital                        Term Frequency: 11        
Term: simulator                      Term Frequency: 11        
Term: techniques                     Term Frequency: 11        
Term: example                        Term Frequency: 11        
Term: support                        Term Frequency: 11        
Term: analysis                       Term Frequency: 11        
Term: body                           Term Frequency: 11        
Term: representation                 Term Frequency: 10        
Term: generated                      Term Frequency: 10        
Term: his                            Term Frequency: 10        
Term: facilitate                     Term Frequency: 10        
Term: aspects                        Term Frequency: 10        
