Word                           CF TF-IDF
-----------------------------------
connectivism                   31.759401354011068
edtech                         11.793757559675136
cmooc                          9.250878678711228
open distance                  7.80800240504934
cmoocs                         7.122670431588336
t2                             6.168360018186304
online learn                   6.038668270032893
t3                             4.654688014549043
total topics                   4.083930731335753
alchemy api                    4.083930731335753
radius                         4.054688014549043
cck11                          4.012041875858808
connective                     3.7722805821678245
behaviorism                    3.7410160109117827
mackness                       3.484031406894106
yeager                         3.3693341350164467
tagme                          3.3693341350164467
bayne                          2.8273440072745215
exchanged                      2.6029553026830827
algorithms keywords connectivism 2.5419653656678767
