Word                           CF TF-IDF
-----------------------------------
motivation data                2.5419653656678767
jakub kuzilek knowledge media  2.5419653656678767
target group                   2.5419653656678767
open universities              2.5419653656678767
john moore computing           2.5419653656678767
workshop objectives and topics 2.5419653656678767
analytics annika wolff         2.5419653656678767
af                             2.5419653656678767
zdenek zdrahal                 2.0346670675082232
clinic                         2.0346670675082232
remit                          2.0346670675082232
martin hlosta                  2.0346670675082232
literate                       1.613672003637261
peoples                        1.613672003637261
mashup                         1.3136720036372609
virtual learning environment   1.2280104689647022
downloadable                   1.0136720036372608
crucially                      0.9280104689647022
open university milton keynes  0.5240935273892746
angles                         0.162046763694637
