Word                           CF TF-IDF
-----------------------------------
observational studies          7.167861462671506
apache spark                   7.082032021823565
tetrad                         5.625896097003629
rct                            4.654688014549043
causalinference                4.083930731335753
matchit                        4.083930731335753
psm                            3.2040012025246702
oss                            2.7693341350164467
boston data                    2.5419653656678767
generalized causal             2.5419653656678767
causal model                   2.5419653656678767
keywords causal                2.5419653656678767
propensity score               2.5419653656678767
parametric causal inference    2.5419653656678767
jie                            2.5419653656678767
central role                   2.5419653656678767
deducted                       2.5419653656678767
propensity score methods       2.5419653656678767
graduate medical education     2.5419653656678767
professor ryan baker           2.5419653656678767
