Word                           CF TF-IDF
-----------------------------------
h2l                            19.503584388014517
plh42                          17.961619022346643
hou                            12.850392040009869
betweeness                     9.580104689647019
indegree                       7.3957040254608275
hou2learn                      7.373335337541117
hellenic open university       7.167861462671506
outdegree                      6.782032021823565
hereinafter                    5.625896097003629
blogposts                      5.625896097003629
ibm lotus quickr               4.083930731335753
trafficking                    4.083930731335753
betweeness centrality          4.083930731335753
group discussion               4.083930731335753
patra                          4.083930731335753
quantize                       4.083930731335753
bookmarks                      3.4102338184731864
virus                          3.3693341350164467
xenos                          2.8273440072745215
navicat premium                2.5419653656678767
