Word                           CF TF-IDF
-----------------------------------
lre                            24.12948048501815
cam                            16.01023173939522
nsdl                           12.246670675082234
mace                           11.734182300901278
oe                             8.709826828339382
commsocialdata                 7.167861462671506
nsdl paradata                  4.70400120252467
item skewness                  4.083930731335753
user gini                      4.083930731335753
recordid                       4.083930731335753
addtag                         4.083930731335753
socialdatasummary              4.083930731335753
skewness                       3.896374109557099
open discovery space           3.3693341350164467
string                         3.015484257323606
mappings                       2.8102338184731863
drating                        2.5419653656678767
dataresourceurl                2.5419653656678767
learning resource exchange     2.5419653656678767
david massart                  2.5419653656678767
