Word                           CF TF-IDF
-----------------------------------
delicate                       18.110231739395218
checklist                      14.488061156849804
directive                      14.092146565505828
nuremberg code                 7.167861462671506
unethical                      6.868062813788212
fears                          6.631963805315447
westin                         6.038668270032893
inbloom                        5.7386682700328935
belmont                        5.625896097003629
flaherty                       5.625896097003629
contextual integrity           5.625896097003629
anonymisation                  5.224083751717616
milgram                        4.70400120252467
persoonsgegevens               4.40400120252467
checklists                     4.40400120252467
trusted                        4.161617913001287
contagion                      4.083930731335753
powerless                      4.083930731335753
roessler                       4.083930731335753
commodification                4.083930731335753
