Word                           CF TF-IDF
-----------------------------------
clas                           24.414456083657
spq                            16.419653656678765
flipped                        6.549314247835893
mslq                           6.348874622710719
coeff unstandardized           5.625896097003629
csus                           5.625896097003629
ival                           5.625896097003629
srel                           5.625896097003629
tanx                           5.625896097003629
seff                           5.625896097003629
vif                            4.70400120252467
devolder                       4.083930731335753
study process questionnaire    4.083930731335753
colasante                      4.083930731335753
ds                             4.054688014549043
information engineering        2.8273440072745215
collaborative lecture annotation system 2.8273440072745215
society for computers          2.5419653656678767
unit unsw                      2.5419653656678767
variables mean                 2.5419653656678767
