Word                           CF TF-IDF
-----------------------------------
ctm                            36.46520341036116
perplexity                     14.877688291010891
xxnumxx                        13.335722925343012
xxdecimalxx                    10.251792194007258
xxmanynumxx                    10.251792194007258
rnns                           7.167861462671506
xxexplnumxx                    5.625896097003629
correlational topic            5.625896097003629
decimals                       4.70400120252467
crowdsourced                   4.40400120252467
hundredth                      4.083930731335753
xxpercentxx                    4.083930731335753
xxfracxx                       4.083930731335753
xxmoneyamtxx                   4.083930731335753
improper                       3.3693341350164467
currency                       2.8840314068941058
slater                         2.8273440072745215
weightings                     2.6851273451351925
pfeffer                        2.5419653656678767
inventado                      2.5419653656678767
