Word                           CF TF-IDF
-----------------------------------
migen                          20.420006012623354
expresser                      18.050671877606902
ta                             11.56821214652258
eles                           10.251792194007258
microworld                     6.038668270032893
cd                             5.842669472557564
latux                          5.524083751717616
geraniou                       5.2546880145490436
teacher assistance             4.083930731335753
student tracking               4.083930731335753
usage scenarios                4.083930731335753
amber                          4.0410160109117825
td                             4.0410160109117825
cursor                         3.3693341350164467
tiles                          3.3693341350164467
diate                          3.3693341350164467
initials                       3.0693341350164465
exploratory learning environments 2.8273440072745215
classroom dynamics             2.5419653656678767
goal achievement               2.5419653656678767
