Word                           CF TF-IDF
-----------------------------------
curricular learning analytics workshop 11.793757559675136
pcla                           4.083930731335753
program quality improvement    4.083930731335753
lege                           3.3693341350164467
catherine uvarov               2.5419653656678767
phil long                      2.5419653656678767
emily miller                   2.5419653656678767
stephanie frost                2.5419653656678767
church street ann harbor       2.5419653656678767
ndadam j. bridgeman            2.5419653656678767
mcfayden                       2.5419653656678767
kuleuven                       2.5419653656678767
ick                            2.5419653656678767
mitigation                     2.5419653656678767
unversity                      2.5419653656678767
banow                          2.5419653656678767
facinga                        2.5419653656678767
lavrencic                      2.5419653656678767
program improvement            2.5419653656678767
molinaro                       2.5419653656678767
