Word                           CF TF-IDF
-----------------------------------
xapi                           37.13040062829141
cla                            19.600261724117548
clrecipe                       14.046670675082233
recipe                         7.6688769078892065
xapi recipes                   5.625896097003629
recipes                        5.516749519813642
systems school queensland university 4.083930731335753
share tag                      4.083930731335753
silvers                        4.083930731335753
contextactivities              4.083930731335753
postgresql                     4.0410160109117825
kevan                          3.3693341350164467
mongodb                        3.3693341350164467
importance of                  3.3693341350164467
lrss                           3.0693341350164465
w3c activity streams           2.5419653656678767
saltbox                        2.5419653656678767
plifying                       2.5419653656678767
data storage                   2.5419653656678767
cube                           2.5419653656678767
