Word                           CF TF-IDF
-----------------------------------
wtl                            22.58751511935027
falkner                        10.251792194007258
atapattu                       7.167861462671506
unestablished                  4.083930731335753
blvd                           4.083930731335753
njit                           4.083930731335753
martin luther                  4.083930731335753
newark                         4.083930731335753
jr                             2.8273440072745215
concept mapping                2.8273440072745215
meaningful learning            2.5419653656678767
brook wu new jersey institute  2.5419653656678767
education digest               2.5419653656678767
expert systems applications springer 2.5419653656678767
quick review                   2.5419653656678767
langauge                       2.5419653656678767
automated formative feedback   2.5419653656678767
powerpoint slides              2.5419653656678767
jersey institute               2.5419653656678767
cloud computing                2.5419653656678767
