Word                           CF TF-IDF
-----------------------------------
youth                          6.579263224748007
obesity                        5.625896097003629
capitol middle school          4.083930731335753
greenville                     4.083930731335753
burned                         4.083930731335753
fitbits                        4.083930731335753
baranowski                     4.083930731335753
terra                          3.3693341350164467
calories                       2.8273440072745215
healthier                      2.8273440072745215
mage                           2.8273440072745215
demography                     2.8273440072745215
ching                          2.8273440072745215
monitors                       2.590499862803898
sara schaefer university       2.5419653656678767
northern california            2.5419653656678767
terraforming                   2.5419653656678767
transmuted                     2.5419653656678767
mary stewart                   2.5419653656678767
greenville junior high         2.5419653656678767
