Word                           CF TF-IDF
-----------------------------------
copa                           75.01433755205807
aqf                            10.251792194007258
seb101                         8.709826828339382
clos                           8.709826828339382
subcategory                    5.882032021823565
synthesising                   4.70400120252467
respected                      4.612041875858807
unit guide                     4.083930731335753
clo5                           4.083930731335753
bach                           4.083930731335753
course learning outcomes       4.083930731335753
level verb                     4.083930731335753
remembering                    4.046836460180256
gory                           3.3693341350164467
educational researcher         3.3693341350164467
hurn                           3.3693341350164467
beer                           3.3693341350164467
verbs                          2.7694984945189205
apologise                      2.5419653656678767
cl03                           2.5419653656678767
