Word                           CF TF-IDF
-----------------------------------
openhpi                        38.80534495773848
pinboard                       36.46520341036116
name participants mean change  16.419653656678765
tour                           15.381337742590459
onboarding                     13.335722925343012
reminder                       10.31674951981364
opensap                        10.251792194007258
potsdam                        6.468360018186305
willems                        6.038668270032893
meinel                         6.038668270032893
deactivated                    6.038668270032893
utc                            6.038668270032893
sap                            6.038668270032893
mooc platform                  5.625896097003629
rations                        5.625896097003629
witte                          5.625896097003629
lanalytics                     5.625896097003629
pinboard digest                5.625896097003629
microservice                   5.625896097003629
emails                         5.136921075213172
