Word                           CF TF-IDF
-----------------------------------
tag                            40.83152982538078
bll                            38.00716877602903
minerva                        31.83930731335753
stabilization                  27.393341350164466
ibl                            23.173440072745215
mp                             16.11600481009868
seitlinger                     13.335722925343012
kopeinik                       11.793757559675136
wespot                         10.78010468964702
mpg                            8.709826828339382
tgi                            7.167861462671506
kowald                         7.167861462671506
bedek                          7.167861462671506
tg                             7.167861462671506
ley                            6.196073282752914
ging                           6.168360018186304
macro tag growth method        5.625896097003629
isds                           5.625896097003629
technology graz                5.625896097003629
bilization                     5.625896097003629
