Word                           CF TF-IDF
-----------------------------------
inheritance                    14.877688291010891
tfm                            13.335722925343012
facet                          13.237859522718258
slda                           10.251792194007258
topic facet model              8.70800240504934
subclass                       7.167861462671506
inherit                        7.167861462671506
superclass                     7.167861462671506
stackoverflow                  5.625896097003629
sande                          5.2546880145490436
croft                          4.083930731335753
gener                          4.083930731335753
dontcheva                      4.083930731335753
tiara                          4.083930731335753
indratmo                       4.083930731335753
privat                         4.083930731335753
weskamp                        4.083930731335753
agichtein                      4.083930731335753
woo                            4.083930731335753
buntine                        4.083930731335753
