Word                           CF TF-IDF
-----------------------------------
ells                           45.71699560436842
momentary                      13.335722925343012
esm                            10.042669472557563
p5                             7.167861462671506
p10                            7.167861462671506
signaled                       6.868062813788212
dollars                        6.038668270032893
p8                             5.625896097003629
p9                             5.625896097003629
p6                             5.625896097003629
merrill swain                  5.625896097003629
ell                            5.2546880145490436
carrie demmans epp             4.70400120252467
subscale                       4.654688014549043
p7                             4.40400120252467
communicative                  4.245791801561898
kazakh                         4.083930731335753
calico                         4.083930731335753
translators                    4.083930731335753
bathroom                       4.083930731335753
