Word                           CF TF-IDF
-----------------------------------
operators                      82.01331097351498
undertracks                    28.755376582021782
uta                            22.58751511935027
utp                            22.58751511935027
dop8                           22.58751511935027
ut                             19.42382721623415
operator                       11.608115158611719
mulce                          10.251792194007258
mandatory                      7.482248784495441
validate validate              4.083930731335753
step goals expected            4.083930731335753
blacken                        4.083930731335753
datamining                     3.746836460180256
anr                            3.3693341350164467
reusing                        3.2306119590618696
mails                          2.7693341350164467
datashop                       2.7609907289650213
universitaire                  2.5419653656678767
data mining toolbox            2.5419653656678767
tabl                           2.5419653656678767
