Word                           CF TF-IDF
-----------------------------------
qs                             34.996488105480566
cups                           4.083930731335753
krogstie                       4.083930731335753
lifelogging                    4.083930731335753
dissonance                     4.083930731335753
recalling                      3.835749794205846
quantified self                2.8840314068941058
gregation                      2.8273440072745215
thermometers                   2.5419653656678767
photographies                  2.5419653656678767
sugar                          2.5419653656678767
item metadata                  2.5419653656678767
lmueller                       2.5419653656678767
catching                       2.5419653656678767
concretizes                    2.5419653656678767
group assessment one           2.5419653656678767
ceseet                         2.5419653656678767
sensecam                       2.5419653656678767
my tracks10                    2.5419653656678767
different qs                   2.5419653656678767
