Word                           CF TF-IDF
-----------------------------------
rnn                            33.381272679025415
lstm                           7.167861462671506
kyushu university japan        4.70400120252467
ssion                          4.70400120252467
m2b                            4.70400120252467
propagates                     4.083930731335753
backpropagation                4.083930731335753
bptt                           4.083930731335753
submi                          4.083930731335753
mahara                         3.3693341350164467
icce2015                       2.7693341350164467
absen                          2.5419653656678767
high performance students      2.5419653656678767
kyocera maruzen                2.5419653656678767
report submi                   2.5419653656678767
baradwaj                       2.5419653656678767
chubu university japan         2.5419653656678767
recurrent neural networks      2.5419653656678767
bodén                          2.5419653656678767
sics technical report          2.5419653656678767
