Word                           CF TF-IDF
-----------------------------------
plan ceibal                    45.71699560436842
pam                            10.251792194007258
uruguay                        8.524083751717615
ceibal                         7.682032021823565
gms                            7.167861462671506
cisco                          5.7386682700328935
mateu                          5.625896097003629
italia                         5.2546880145490436
montevideo                     4.612041875858807
traffic                        4.09513565253234
wifi                           4.083930731335753
schools secondary schools      4.083930731335753
uruguayan                      4.083930731335753
capdehourat                    4.083930731335753
doubled                        4.0410160109117825
recreational                   3.3693341350164467
cobo                           2.8273440072745215
ceibal land                    2.5419653656678767
completeimplementation         2.5419653656678767
latin america networking       2.5419653656678767
