Word                           CF TF-IDF
-----------------------------------
openessayist                   35.898109911532174
ey                             11.793757559675136
drafts                         10.916749519813642
summarization                  5.108545575225319
computing university           4.083930731335753
h817                           4.083930731335753
oxford oxford                  4.083930731335753
extractive                     3.484031406894106
j. t. e.                       3.3693341350164467
ig                             2.8840314068941058
hum                            2.8273440072745215
textrank                       2.5419653656678767
john t.e                       2.5419653656678767
keywords automated             2.5419653656678767
study h817                     2.5419653656678767
tarau                          2.5419653656678767
kuwait                         2.5419653656678767
analysis graphics              2.5419653656678767
pulls                          2.5419653656678767
openessayist twenty            2.5419653656678767
