Word                           CF TF-IDF
-----------------------------------
disequilibrium                 16.17773604728439
joy                            5.570254690270385
equilibrium                    4.012041875858808
igloo                          3.3693341350164467
impasses                       2.5419653656678767
marcelo worsley stanford       2.5419653656678767
study cognitive disequilibrium 2.5419653656678767
methods students               2.5419653656678767
affect dynamics                2.5419653656678767
ladder                         2.356020937929404
pound                          2.0346670675082232
neutrality                     2.0346670675082232
galvez mall                    1.7560209379294038
ceras                          1.7560209379294038
mworsley                       1.613672003637261
intelligent tutor              1.613672003637261
cert                           1.613672003637261
embarking                      1.613672003637261
conferred                      1.613672003637261
paulo blikstein stanford       1.613672003637261
