Word                           CF TF-IDF
-----------------------------------
vascorll                       54.968787798375686
seamless                       39.36801083886941
scroll                         24.928272193082254
fls                            22.58751511935027
epub                           18.78533894511513
mouri                          18.050671877606902
natto                          16.41600481009868
ils                            16.085338945115126
ulls                           15.216004810098681
uosaki                         12.11200360757401
ogata                          9.494747482071613
ull                            8.10800240504934
group b                        7.696073282752914
group a                        6.168360018186304
rfid                           5.7386682700328935
vascroll                       5.625896097003629
analysis system                5.625896097003629
restaurants                    5.625896097003629
learning logs                  5.625896097003629
ula                            4.70400120252467
