Word                           CF TF-IDF
-----------------------------------
controllable                   8.70800240504934
public administration          4.083930731335753
iv1                            4.083930731335753
taeho                          2.5419653656678767
iv5 interactions               2.5419653656678767
rm3297 west lafayette          2.5419653656678767
iv3                            2.5419653656678767
statistically significant period 2.5419653656678767
iv1 total                      2.5419653656678767
iv3 regularity                 2.5419653656678767
iv2                            2.5419653656678767
iv6 interactions               2.5419653656678767
precautionary                  2.5419653656678767
student online behavior        2.5419653656678767
iv4                            2.5419653656678767
course signals model           2.5419653656678767
university institute           2.5419653656678767
iv5                            2.5419653656678767
university street              2.5419653656678767
iv6                            2.5419653656678767
