Word                           CF TF-IDF
-----------------------------------
oli psychology                 10.251792194007258
rss                            7.9204676369463725
martori                        7.167861462671506
parabolic                      6.038668270032893
minima                         5.7386682700328935
iqs                            5.625896097003629
asistembe                      5.625896097003629
augusta                        5.625896097003629
ramon llull via                5.625896097003629
contour                        5.2546880145490436
polynomial                     4.354688014549044
de sande                       4.083930731335753
universitat                    3.484031406894106
galyardt                       2.8273440072745215
bkts                           2.5419653656678767
bayesian knowledge tracing brute force 2.5419653656678767
confounder                     2.5419653656678767
alfred kobsa                   2.5419653656678767
wpi assistments                2.5419653656678767
absorbent                      2.5419653656678767
