Word                           CF TF-IDF
-----------------------------------
xact                           8.709826828339382
xblock                         4.083930731335753
ajax                           2.8273440072745215
xiangyu hou2                   2.5419653656678767
open edx xiao hu1              2.5419653656678767
deparment                      2.5419653656678767
chengrui yang3 jeremy          2.5419653656678767
functions on                   2.5419653656678767
keywords moodle                2.5419653656678767
xblocks                        2.5419653656678767
jeremyng                       2.0346670675082232
hxiangyu                       2.0346670675082232
political science              1.7346670675082234
culei                          1.613672003637261
activeness                     1.613672003637261
exceeding                      1.613672003637261
completions                    1.613672003637261
social work                    1.3136720036372609
interquartile                  1.3136720036372609
fetch                          1.3136720036372609
