Word                           CF TF-IDF
-----------------------------------
promotions                     60.19727218550031
blogosphere                    22.984293131011654
promoted                       11.541216341571973
promotion                      10.341216341571974
blogging                       7.312217219256569
likes                          6.0036246913087705
social life                    5.625896097003629
hit                            5.034327345862461
alterman                       4.50854557522532
luehmann                       4.083930731335753
editorials                     4.083930731335753
convergence culture            4.083930731335753
everybody                      4.046836460180256
weblog                         3.484031406894106
torial                         3.3693341350164467
nition                         3.3693341350164467
gunnarsson                     3.3693341350164467
grader                         3.3400523448235093
brandeis university            3.0693341350164465
cute                           2.5419653656678767
