Word                           CF TF-IDF
-----------------------------------
mooc3                          28.755376582021782
samplers                       24.12948048501815
futurelearn                    22.984293131011654
mooc1                          14.877688291010891
returners                      14.046670675082233
keen completers                13.335722925343012
strong starters                11.793757559675136
mooc2                          8.709826828339382
late completers                7.167861462671506
silhouette                     5.968062813788212
completers                     5.668062813788211
scree                          5.625896097003629
t                              4.20854557522532
mooc4                          4.083930731335753
cooler                         4.083930731335753
sup                            3.3693341350164467
widths                         3.3693341350164467
starters                       3.1840314068941056
bohannon                       2.5419653656678767
cluster iv                     2.5419653656678767
