Word                           CF TF-IDF
-----------------------------------
polygon                        8.709826828339382
activity radar                 4.083930731335753
learning activity radar        4.083930731335753
lmses                          2.5419653656678767
dashboards general             2.5419653656678767
alert predictive system        2.5419653656678767
assignment activity            2.5419653656678767
polygons                       2.5419653656678767
eitel.lauria                   2.5419653656678767
cumulative_gpa                 2.5419653656678767
azalea a. vo                   2.5419653656678767
rmn_score_partial              2.5419653656678767
dinesh mendhe marist college   2.5419653656678767
hanspeter pfister              2.5419653656678767
high risk                      2.5419653656678767
interactive radar              2.5419653656678767
zoya bylinskii                 2.5419653656678767
rmn_partial_score              2.5419653656678767
borkin                         2.5419653656678767
thrust                         2.5419653656678767
