Word                           CF TF-IDF
-----------------------------------
morph                          51.884857067039924
batch                          10.28418288742014
subsystem                      7.231963805315448
stream processors              5.625896097003629
shahrivari                     2.5419653656678767
failover                       2.5419653656678767
moprh                          2.5419653656678767
data streaming                 2.5419653656678767
zjeremic                       2.5419653656678767
institutional level zoran jeremic 2.5419653656678767
such lsa                       2.5419653656678767
vive kumar                     2.5419653656678767
batch processing               2.5419653656678767
subcomponents                  2.5419653656678767
appends                        2.5419653656678767
subcomponent                   2.5419653656678767
reconnected                    2.5419653656678767
garnering                      2.0346670675082232
counters                       2.0346670675082232
parallelization                2.0346670675082232
