Word                           CF TF-IDF
-----------------------------------
firefighters                   14.877688291010891
fire                           7.231963805315448
enovate                        5.625896097003629
sfrs                           5.625896097003629
icompass                       5.625896097003629
uni research health            5.625896097003629
firefighter                    4.083930731335753
infomedia                      4.083930731335753
sotra fire                     4.083930731335753
european communities           4.083930731335753
rescue service                 4.083930731335753
netteland                      4.083930731335753
rescue                         4.073335337541117
bergen                         4.012041875858808
norway                         3.4317020164659304
smoke                          3.3693341350164467
certifications                 3.3693341350164467
ceur workshop                  2.8273440072745215
competency gap analysis        2.5419653656678767
barbara wasson t4p             2.5419653656678767
