Word                           CF TF-IDF
-----------------------------------
cd                             18.920006012623354
sbjct                          17.961619022346643
bivariate                      7.373335337541117
sctn                           7.167861462671506
predictiveness                 6.038668270032893
lvl                            5.625896097003629
scaleable                      4.083930731335753
caret                          2.7693341350164467
syllabi                        2.7400523448235097
anthrcul                       2.5419653656678767
annotated syllabus features    2.5419653656678767
directions syllabus            2.5419653656678767
all features                   2.5419653656678767
underfitting                   2.5419653656678767
therneau                       2.5419653656678767
feature group                  2.5419653656678767
mcdb                           2.5419653656678767
features student demographics syllabus features variable importance 2.5419653656678767
hyperparameter                 2.5419653656678767
syllabus data                  2.5419653656678767
