Word                           CF TF-IDF
-----------------------------------
underconfidence                22.58751511935027
overconfidence                 18.78533894511513
underconfident                 8.709826828339382
overconfident                  7.80800240504934
dence                          7.231963805315448
learnsmart                     7.20800240504934
fidence                        6.468360018186305
confidence correlation         5.625896097003629
overestimation                 4.083930731335753
asymmetric                     3.53061195906187
overestimate                   2.8273440072745215
unrealistic                    2.8273440072745215
study goals                    2.5419653656678767
hogan                          2.5419653656678767
putwain                        2.5419653656678767
j. lee                         2.5419653656678767
medical assisting              2.5419653656678767
abstract people                2.5419653656678767
cdo stephen                    2.5419653656678767
humanities/social sciences     2.5419653656678767
