Word                           CF TF-IDF
-----------------------------------
chapters                       33.64898281192275
sgd                            17.961619022346643
chapter                        11.923531393700578
finger                         8.308115158611718
cfs                            6.468360018186305
bolds                          4.083930731335753
lr                             4.070254690270385
valladolid                     3.0693341350164465
sunday                         2.8273440072745215
parada g                       2.5419653656678767
mooc miguel                    2.5419653656678767
attentiveness                  2.5419653656678767
data eng                       2.5419653656678767
eduardo                        2.5419653656678767
ungraded                       2.5419653656678767
marcinkowski                   2.5419653656678767
laussane                       2.5419653656678767
zimmer                         2.5419653656678767
jeni                           2.5419653656678767
edugom                         2.5419653656678767
