Word                           CF TF-IDF
-----------------------------------
michigan department            6.773335337541116
physics ann arbor              5.625896097003629
magnetism                      4.083930731335753
life scientists                4.083930731335753
phys                           3.1546880145490435
sigma                          2.8273440072745215
michelot                       2.5419653656678767
gshultz                        2.5419653656678767
deslauriers                    2.5419653656678767
chemistry ann arbor            2.5419653656678767
trate                          2.5419653656678767
participation and performance  2.5419653656678767
tricity                        2.5419653656678767
nicole michelotti university   2.5419653656678767
course term mode students      2.5419653656678767
tournaments                    2.5419653656678767
full matching                  2.5419653656678767
submits phys                   2.5419653656678767
ginger shultz university       2.5419653656678767
schelew                        2.5419653656678767
