Word                           CF TF-IDF
-----------------------------------
dimitracopoulou                10.109376029098087
bratitsis                      8.709826828339382
hourly                         7.696073282752914
álvarez                        5.625896097003629
uncommunicative                5.625896097003629
matep                          5.625896097003629
consolidation                  5.2546880145490436
not                            5.2546880145490436
travis                         4.70400120252467
didactical                     4.70400120252467
zorrilla                       4.10400120252467
dias                           4.083930731335753
ijcisim                        4.083930731335753
europ                          4.083930731335753
hinchey                        4.083930731335753
analyzing group interactions   4.083930731335753
indicator use                  4.083930731335753
jilr                           4.083930731335753
impact analysis                4.083930731335753
ease analysis                  3.3693341350164467
