Word                           CF TF-IDF
-----------------------------------
betty                          69.8026875104276
oeles                          25.671445850686023
mda                            17.961619022346643
oele                           13.335722925343012
mdas                           5.625896097003629
vanderbilt university nashville 5.625896097003629
u.s.a.                         4.10400120252467
hypothalamus                   4.083930731335753
shivering                      4.083930731335753
j. s. kinnebrew                4.083930731335753
tematic                        3.3693341350164467
standard deviations            3.3693341350164467
contraction                    2.8273440072745215
rectness                       2.5419653656678767
esl                            2.5419653656678767
gautam biswas department       2.5419653656678767
mr. davis                      2.5419653656678767
ordinating                     2.5419653656678767
low groups                     2.5419653656678767
loretz                         2.5419653656678767
