Word                           CF TF-IDF
-----------------------------------
furukawa                       5.625896097003629
yaginuma                       5.625896097003629
correspondence                 4.503410579798405
peckham                        4.083930731335753
scene                          2.9851273451351923
interviewers                   2.584031406894106
j1                             2.5419653656678767
i5                             2.5419653656678767
student behavior patterns      2.5419653656678767
j4                             2.5419653656678767
video annotation software      2.5419653656678767
c6                             2.5419653656678767
i7                             2.5419653656678767
tsyamada                       2.5419653656678767
nonverbal communication        2.5419653656678767
j6                             2.5419653656678767
tsuneo yamada                  2.5419653656678767
smil                           2.5419653656678767
annotation tool                2.5419653656678767
i6                             2.5419653656678767
