Word                           CF TF-IDF
-----------------------------------
tsouvalas                      4.083930731335753
community college assessment test 4.083930731335753
gates foundation               2.9851273451351923
duke university                2.8273440072745215
belanger                       2.8273440072745215
mpp research                   2.5419653656678767
pjames                         2.5419653656678767
pagenu                         2.5419653656678767
jwhitmer                       2.5419653656678767
john whitmer                   2.5419653656678767
robert d.                      2.5419653656678767
desigining                     2.5419653656678767
yvonne                         2.5419653656678767
eschiorring                    2.5419653656678767
jessica                        2.5419653656678767
california state university    2.5419653656678767
minority students              2.5419653656678767
ersistence                     2.5419653656678767
eva schiorring                 2.5419653656678767
course motivation freq         2.5419653656678767
