Word                           CF TF-IDF
-----------------------------------
lattice                        23.459768069107955
linked data                    15.078888510198107
dse212                         11.793757559675136
dd100                          10.251792194007258
uris                           8.895704025460828
endpoint                       8.895704025460828
itemsets                       8.709826828339382
lattices                       7.167861462671506
sparql                         7.167861462671506
ed209                          7.167861462671506
d203                           7.167861462671506
analyst                        6.274937688475459
wille                          5.625896097003629
dd303                          5.625896097003629
s180                           5.625896097003629
intension                      5.625896097003629
igation                        4.083930731335753
extended semantic              4.083930731335753
motta                          4.083930731335753
b201                           4.083930731335753
