Word                           CF TF-IDF
-----------------------------------
statway                        31.83930731335753
mck                            14.877688291010891
carnegie foundation            11.21200360757401
stereotype                     7.50800240504934
checkpoint                     6.25357092835827
surprised                      5.63432734586246
community college pathways     5.625896097003629
bryk                           5.108545575225319
vista                          4.40400120252467
threat                         4.370254690270385
thorn                          4.083930731335753
ccp                            4.083930731335753
sowers                         4.083930731335753
stereotyped                    4.083930731335753
checkpoints                    3.1840314068941056
steele                         3.0693341350164465
raudenbush                     2.8273440072745215
grunow                         2.8273440072745215
christopher thorn              2.5419653656678767
summative assessment rasch scale score per 2.5419653656678767
