Word                           CF TF-IDF
-----------------------------------
tmta                           28.428008417672693
vae                            13.335722925343012
dbre                           10.251792194007258
pair analytics                 5.625896097003629
triadic model                  5.625896097003629
peter reimann                  4.70400120252467
dbr                            4.083930731335753
next generation                4.0410160109117825
cscl environment               2.5419653656678767
christal                       2.5419653656678767
kielman                        2.5419653656678767
stunned                        2.5419653656678767
nobuko fujita                  2.5419653656678767
on                             2.5419653656678767
symptom                        2.5419653656678767
centuery                       2.5419653656678767
roos                           2.5419653656678767
implementation plan            2.5419653656678767
unimpressive                   2.5419653656678767
delimitation                   2.5419653656678767
