Word                           CF TF-IDF
-----------------------------------
une                            5.625896097003629
pugliese                       5.108545575225319
vitally                        4.70400120252467
wisconsin system               4.654688014549043
budgetary                      4.083930731335753
institutionalized              3.3693341350164467
rio salado college             3.3693341350164467
uws                            3.1957040254608273
linden drive madison           2.6851273451351925
lincoln drive madison          2.5419653656678767
pronged                        2.5419653656678767
cwolsen                        2.5419653656678767
christopher w. olsen university 2.5419653656678767
cultural change                2.5419653656678767
visioning                      2.5419653656678767
transformative role            2.5419653656678767
linda jorn university          2.5419653656678767
shine                          2.5419653656678767
wins                           2.5419653656678767
growth agenda grant            2.5419653656678767
