Word                           CF TF-IDF
-----------------------------------
robot                          4.10400120252467
pasters                        4.083930731335753
sison                          4.083930731335753
proud                          4.083930731335753
snapshots                      3.915484257323606
robotics                       3.484031406894106
unscripted                     3.3693341350164467
compilation                    3.1840314068941056
disfluencies                   3.1840314068941056
paulo blikstein stanford university graduate school 2.5419653656678767
piggy                          2.5419653656678767
plateaus                       2.5419653656678767
understatements                2.5419653656678767
paz                            2.5419653656678767
average help                   2.5419653656678767
oprimido                       2.5419653656678767
schocken books                 2.5419653656678767
tinkerers                      2.5419653656678767
build user models              2.5419653656678767
dym                            2.5419653656678767
