Word                           CF TF-IDF
-----------------------------------
cloze                          20.72000601262335
ungrammatical                  12.71200360757401
distracters                    11.793757559675136
implausible                    11.793757559675136
neurosky                       8.709826828339382
inexpensive                    6.468360018186305
violations                     5.2546880145490436
lapses                         4.10400120252467
listens                        4.083930731335753
reading tutor                  4.083930731335753
gaussian naïve bayes           4.083930731335753
distracter                     4.083930731335753
prebalance                     4.083930731335753
grammatically                  4.0410160109117825
meditation                     3.3693341350164467
tomitch                        2.5419653656678767
between n accuracy             2.5419653656678767
aist                           2.5419653656678767
wavelet                        2.5419653656678767
plausible distracter           2.5419653656678767
