Word                           Count
-----------------------------------
learning                       17
program                        15
workshop                       11
instructional                  11
change                         11
analytics                      10
lak                            10
data                           8
administrators                 7
curricular learning analytics workshop 7
student                        6
tools                          6
papers                         6
curriculum                     6
university                     6
teaching                       5
educational                    5
use                            5
actionable                     5
information                    5
