Word                           Count
-----------------------------------
keywords                       60
reflective                     52
reflection                     39
writing                        35
research                       35
used                           31
categories                     29
learning                       24
category                       21
writings                       20
approach                       19
set                            18
dataset                        18
words                          17
model                          17
based                          17
texts                          16
dictionaries                   16
automated                      15
often                          14
