Word                           TF-IDF
-----------------------------------
course                         30.50098435523787
bl                             22.695151917417732
learning                       19.622212759556426
lectures                       18.05040565091956
students                       14.86140978653092
activities                     14.839189827699556
blended                        14.477290710086411
la                             13.824875537212792
material                       12.948439423351479
formative                      12.454893203600962
utrecht                        11.569530886493661
flipped                        10.80140549030965
working                        10.723674089291844
web                            10.571030272076786
lecture                        10.319602407940796
teacher                        10.282547550239107
group                          10.029568575515423
viewing                        9.575413426300269
leeuwen                        9.520069793098013
deepening                      8.71768659843645
