Word                           TF-IDF
-----------------------------------
ceibal                         201.82293381830146
plan                           57.38638076590487
traffic                        57.31711884177447
profile                        46.08359830383373
uruguay                        42.84031406894106
exercises                      41.91072141109635
pam                            36.83930731335753
variables                      34.69791053729397
school                         33.19126389949218
learning                       30.13411245217594
user                           27.481333079526603
data                           27.202305526345892
conf                           25.790199413584787
schools                        25.43952606879569
performance                    25.121243788289046
network                        24.917274920701928
mateu                          24.55953820890502
gms                            24.55953820890502
educational                    24.143589157097633
int                            23.282528397426233
