Word                           TF-IDF
-----------------------------------
cla                            119.00087241372516
toolkit                        100.1148721089328
lrs                            99.85866843663803
xapi                           57.60749594831813
stackexchange                  50.455733454575366
data                           41.15220579626686
wordpress                      40.85127345135192
youtube                        38.80206161860992
learning                       35.039665642065046
jeff                           31.773212684384827
docs                           31.678035265994687
twitter                        31.24428222933561
facebook                       29.207772170887633
media                          28.641953314531552
statements                     25.55038473562083
ownership                      25.474275040788655
cl                             25.227866727287683
google                         24.318552981150148
social                         22.354980586023476
hashtag                        21.794216496091124
