Word                           TF-IDF
-----------------------------------
csu                            43.59112180021929
survey                         35.31964941417167
r                              31.651740812636948
markdown                       30.699422761131277
reports                        22.946786302297213
designers                      22.061606906679465
likert                         21.96293728295246
sql                            21.6028109806193
faculty                        20.836583997109212
response                       17.928927761300287
package                        17.885269314934582
lti                            17.4353731968729
canvas                         16.301666209346326
reporting                      16.013434118915523
https                          15.479403611911193
feedback                       15.051397188583827
file                           14.569335828823116
colorado                       14.401873987079533
packages                       14.401873987079533
course                         13.943307133823026
