Word                           TF-IDF
-----------------------------------
learning                       35.039665642065046
analytics                      33.60760585530529
barriers                       24.65336553593903
tel                            22.649463092046673
mcintosh                       18.419653656678765
university                     15.474534055422819
institutional                  15.263715641277415
shirley                        15.136720036372608
deputy                         15.136720036372608
alfred                         15.053248195586825
research                       13.816851014476374
leah                           13.61709115045064
convinced                      11.569530886493661
implementing                   11.21321028513506
macfadyen                      11.074193250811105
australia                      11.064060957431597
implementation                 10.949888391252095
naplan                         10.897780450054823
doug                           10.80140549030965
scale                          10.113352706391899
