Word                           TF-IDF
-----------------------------------
irc                            166.5039204000987
network                        85.96459847642164
chat                           59.68533146380779
centrality                     57.281184087115285
interaction                    45.699316840150246
muves                          42.979191865583786
muve                           42.979191865583786
woelfel                        42.979191865583786
communicative                  40.46248969671305
centralization                 36.31224306786837
analysis                       34.5882509068665
betweenness                    30.592006876540204
semantic                       29.974643685572232
social                         29.806640781364635
communication                  28.549715839867954
users                          28.321682830460716
networks                       26.84293355477047
directional                    26.153059795309346
relay                          24.55953820890502
chatlogs                       24.55953820890502
