Word                           TF-IDF
-----------------------------------
gaze                           77.32766093947919
feedback                       50.171323961946094
learning                       34.33887232922375
baseline                       32.70195215965379
teacher                        25.706368875597768
video                          25.5979112103074
students                       25.264396637102568
jermann                        24.23092371972472
participants                   22.534829127798915
lausanne                       20.769363188335475
cybernetic                     20.182293381830146
attention                      19.752848913855118
rlc                            19.040139586196027
deictic                        18.419653656678765
gains                          18.072470623553237
switzerland                    18.061261756407866
mooc                           17.529873459341726
levels                         17.283795413809848
proposed                       16.499622032900863
epfl                           15.426041181991549
