Word                           TF-IDF
-----------------------------------
psy                            40.36458676366029
triggers                       38.077165845281705
interventions                  29.45701691797658
stat                           29.447757819541536
diego                          23.139061772987322
students                       19.319832722490197
san                            15.813411795609081
course                         13.943307133823026
pell                           13.076529897654673
achievement                    12.91713392247302
courses                        12.545160278493608
faculty                        12.154673998313708
demographic                    12.106295771513278
grade                          11.343077483259844
student                        9.978947439467325
study                          9.82938960963322
receiving                      8.720520575907678
blackboard                     8.397935377141604
experimental                   8.143599209917753
treatment                      8.130205095775342
