Word                           TF-IDF
-----------------------------------
manikins                       98.23815283562008
simulation                     76.29641996826601
patient                        75.72280582167824
manikin                        65.59245349094797
healthcare                     50.40655895477836
mobility                       48.90499862803898
students                       41.61194740228658
clinical                       41.395696941281564
learning                       40.646012144795456
nursing                        32.40421647092895
analytics                      32.11393448395839
simulations                    30.45403143973054
multimodal                     30.10805041640473
data                           27.89980053984194
pins                           27.244451125137058
classroom                      27.117247117156385
ovals                          24.55953820890502
sensor                         24.40571526377075
sensors                        24.390615287326025
scenarios                      21.898940118539468
