Word                           TF-IDF
-----------------------------------
wiread                         122.79769104452511
learning                       60.96901821719319
la                             58.755721033154366
dashboard                      55.031939840241236
problematics                   42.979191865583786
students                       41.61194740228658
reading                        37.46725042091028
critical                       37.27423486961676
el                             33.99111875171134
social                         27.943725732529344
literacy                       26.911704684324143
texts                          26.71830610885582
singapore                      24.699214128911578
network                        19.93381993656154
accounts                       19.896997893668306
dispositions                   18.82537481395925
lenses                         18.816560244483533
multiliteracies                18.156121533934186
evaluative                     17.642295806365414
tan                            17.30780265694623
