Word                           TF-IDF
-----------------------------------
ttaw                           87.18224360043858
ge                             86.55617712462424
ttac                           81.73335337541117
ap                             56.44968073345059
true                           47.82198397158739
pls                            42.979191865583786
false                          41.89418027621248
cba                            38.14223157519188
student                        35.310121708884374
pp                             34.9704176331676
spends                         33.65458036519033
temporal                       32.67986996145726
performance                    32.05124207471361
economides                     31.678035265994687
expectancy                     30.51190309452757
laers                          27.244451125137058
time                           24.435971162220536
testing                        21.90412161176822
answer                         21.78118041268594
answers                        21.59001987380152
